a,b,x,y
17,14,-5,0.31924372040151544
17,14,-4,0.32017899830244845
17,14,-3,0.316012608523413
17,14,-2,0.3230317806835253
17,14,-1,0.313510411786113
17,14,0,0.3184522267780525
17,14,1,0.313510411786113
17,14,2,0.3230317806835253
17,14,3,0.316012608523413
17,14,4,0.32017899830244845
17,14,5,0.31924372040151544
17,14,6,0.32448058326949036
17,14,7,0.3242452429483921
17,14,8,0.31305688761482714
17,14,9,0.3222546273058359
17,14,10,0.32150182794114296
17,14,11,0.31260332781456923
17,14,12,0.3214085601072853
17,14,13,0.3220843568830575
17,14,14,0.31294448776701483
17,14,15,0.32409899954858196
17,14,16,0.32452660161645935
17,14,17,0.31861051394261
17,14,18,0.320881021833663
17,14,19,0.3167942510743318
17,14,20,0.3236105245707191
17,14,21,0.3130370344376447
17,14,22,0.31730207301144514
17,14,23,0.31296210256808366
17,14,24,0.3238264822240288
17,14,25,0.31740566981997903
17,14,26,0.3216403228389683
17,14,27,0.31756029865504565
17,14,28,0.3244394461141806
17,14,29,0.3233682939295895
17,14,30,0.3126091449012898
17,14,31,0.3203819456890801
17,14,32,0.31940075887530484
17,14,33,0.3131404215892171
17,14,34,0.3190852040291761
17,14,35,0.3197660583301296
17,14,36,0.3126213752042624
17,14,37,0.3225007009037804
17,14,38,0.3239472710896245
17,14,39,0.3157777219369007
17,14,40,0.32330468431991477
17,14,41,0.3199228854051484
17,14,42,0.3245314514250464
17,14,43,0.3126820695812816
17,14,44,0.3143158763561696
17,14,45,0.3127662244187332
17,14,46,0.3244731746249979
17,14,47,0.3211247453740768
17,14,48,0.32413873754929934
17,14,49,0.3141368771217296
17,14,50,0.32237831214426643
17,14,51,0.3198690596489073
17,14,52,0.3138066303571281
17,14,53,0.316058789181225
17,14,54,0.3151094431551426
17,14,55,0.31639916382123356
17,14,56,0.3146973826194155
17,14,57,0.315152042474668
17,14,58,0.3149023656674909
17,14,59,0.31776717982885017
17,14,60,0.32002337627955235
17,14,61,0.31273075919540766
17,14,62,0.32432120208784143
17,14,63,0.32403760003757265
17,14,64,0.3220394634817959
17,14,65,0.31592018935939964
17,14,66,0.3126912599749895
17,14,67,0.31649797277927355
17,14,68,0.3209276424114801
17,14,69,0.3245098381905233
17,14,70,0.32313506352629484
17,14,71,0.31287886196950493
17,14,72,0.3162979238565772
17,14,73,0.3139989908488429
17,14,74,0.31966537744834506
17,14,75,0.3125978641407032
17,14,76,0.3126913853920086
17,14,77,0.3228519803957375
17,14,78,0.31286346278714117
17,14,79,0.3127430052359211
17,14,80,0.32173371561636255
17,14,81,0.3127304613397018
17,14,82,0.3135364418307438
17,14,83,0.3155527056874697
17,14,84,0.3185542626280052
17,14,85,0.3221671587709615
17,14,86,0.31469575834409924
17,14,87,0.323207243994387
17,14,88,0.3182978680971593
17,14,89,0.3236965760170718
17,14,90,0.31359283727974013
17,14,91,0.3198662389971688
17,14,92,0.3153674580039107
17,14,93,0.3196148361257538
17,14,94,0.3128059196871962
17,14,95,0.3142471176206596
17,14,96,0.3244726623000764
17,14,97,0.31803555041096393
17,14,98,0.3193536489498484
17,14,99,0.3226557711600292
17,14,100,0.32028583648909836
-46,38,-100,-0.1957929061235925
-46,38,-99,-0.19611834202256412
-46,38,-98,-0.19566387562647794
-46,38,-97,-0.19548043084742148
-46,38,-96,-0.19636533549971846
-46,38,-95,-0.1949465767185129
-46,38,-94,-0.19474087345533622
-46,38,-93,-0.1957000870665562
-46,38,-92,-0.19510548187311494
-46,38,-91,-0.1957348987698592
-46,38,-90,-0.19485337132137828
-46,38,-89,-0.19626009528905214
-46,38,-88,-0.19551703220112177
-46,38,-87,-0.1961935385184719
-46,38,-86,-0.19501031506417313
-46,38,-85,-0.19605155019090095
-46,38,-84,-0.1955527620555582
-46,38,-83,-0.1951316728881332
-46,38,-82,-0.19484532348942285
-46,38,-81,-0.19473006301587667
-46,38,-80,-0.19599216824913146
-46,38,-79,-0.19473186037875853
-46,38,-78,-0.19474911459242347
-46,38,-77,-0.19614511911157234
-46,38,-76,-0.1947244632737609
-46,38,-75,-0.1947110569221546
-46,38,-74,-0.1957070889154921
-46,38,-73,-0.1949112650927214
-46,38,-72,-0.19523679539604388
-46,38,-71,-0.19475131961774816
-46,38,-70,-0.19618370761912093
-46,38,-69,-0.19637036688140583
-46,38,-68,-0.1958814054804126
-46,38,-67,-0.19526494977794875
-46,38,-66,-0.1947244452992577
-46,38,-65,-0.1951835589665883
-46,38,-64,-0.19603406874145152
-46,38,-63,-0.19630638761305358
-46,38,-62,-0.19634482763299213
-46,38,-61,-0.1947301056956725
-46,38,-60,-0.1957566360388616
-46,38,-59,-0.19544293660728157
-46,38,-58,-0.19503962065058633
-46,38,-57,-0.1950749957518786
-46,38,-56,-0.19501054557025854
-46,38,-55,-0.19525104708871113
-46,38,-54,-0.19506896318717193
-46,38,-53,-0.1952031040919693
-46,38,-52,-0.19488386011748154
-46,38,-51,-0.19573528910469964
-46,38,-50,-0.1960804334747611
-46,38,-49,-0.19493089338704347
-46,38,-48,-0.1963201019941446
-46,38,-47,-0.19590852924078153
-46,38,-46,-0.19636540484381004
-46,38,-45,-0.19473518706630938
-46,38,-44,-0.19495635436561157
-46,38,-43,-0.19472312812116474
-46,38,-42,-0.19637329160323821
-46,38,-41,-0.19574273674127332
-46,38,-40,-0.19620680438115085
-46,38,-39,-0.19516345464057513
-46,38,-38,-0.19629413326926118
-46,38,-37,-0.1960971613857185
-46,38,-36,-0.19471442783432244
-46,38,-35,-0.19572103185006562
-46,38,-34,-0.19562661018140132
-46,38,-33,-0.19478874710792185
-46,38,-32,-0.19567041041425137
-46,38,-31,-0.1958061762060772
-46,38,-30,-0.19471267435635922
-46,38,-29,-0.19621546106740537
-46,38,-28,-0.19636083926689046
-46,38,-27,-0.19541399967597722
-46,38,-26,-0.19597935715084552
-46,38,-25,-0.19539235236644847
-46,38,-24,-0.19627773833539106
-46,38,-23,-0.19476323603498538
-46,38,-22,-0.19537784018358173
-46,38,-21,-0.19477395883138934
-46,38,-20,-0.1962484022700328
-46,38,-19,-0.19530659679576776
-46,38,-18,-0.19587498614934837
-46,38,-17,-0.19556059500902634
-46,38,-16,-0.1963726353492102
-46,38,-15,-0.19631471426071975
-46,38,-14,-0.19476071477217957
-46,38,-13,-0.1960402158601462
-46,38,-12,-0.19594754032086403
-46,38,-11,-0.19471184031433084
-46,38,-10,-0.19596034858024675
-46,38,-9,-0.19606351841148675
-46,38,-8,-0.19477679917080476
-46,38,-7,-0.19633453708886822
-46,38,-6,-0.19636640759804674
-46,38,-5,-0.19564862123878787
-46,38,-4,-0.19577814742071586
-46,38,-3,-0.19519659323919694
-46,38,-2,-0.196169634684942
-46,38,-1,-0.19484160815680254
-46,38,0,-0.19553854818009095
-46,38,1,-0.19484160815680254
-46,38,2,-0.196169634684942
-46,38,3,-0.19519659323919694
-46,38,4,-0.19577814742071586
-46,38,5,-0.19564862123878787
-46,38,6,-0.19636640759804674
-46,38,7,-0.19633453708886822
-46,38,8,-0.19477679917080476
-46,38,9,-0.19606351841148675
-46,38,10,-0.19596034858024675
-46,38,11,-0.19471184031433084
-46,38,12,-0.19594754032086403
-46,38,13,-0.1960402158601462
-46,38,14,-0.19476071477217957
-46,38,15,-0.19631471426071975
-46,38,16,-0.1963726353492102
-46,38,17,-0.19556059500902634
-46,38,18,-0.19587498614934837
-46,38,19,-0.19530659679576776
-46,38,20,-0.1962484022700328
-46,38,21,-0.19477395883138934
-46,38,22,-0.19537784018358173
-46,38,23,-0.19476323603498538
-46,38,24,-0.19627773833539106
-46,38,25,-0.19539235236644847
-46,38,26,-0.19597935715084552
-46,38,27,-0.19541399967597722
-46,38,28,-0.19636083926689046
-46,38,29,-0.19621546106740537
-46,38,30,-0.19471267435635922
-46,38,31,-0.1958061762060772
-46,38,32,-0.19567041041425137
-46,38,33,-0.19478874710792185
-46,38,34,-0.19562661018140132
-46,38,35,-0.19572103185006562
-46,38,36,-0.19471442783432244
-46,38,37,-0.1960971613857185
-46,38,38,-0.19629413326926118
-46,38,39,-0.19516345464057513
-46,38,40,-0.19620680438115085
-46,38,41,-0.19574273674127332
-46,38,42,-0.19637329160323821
-46,38,43,-0.19472312812116474
-46,38,44,-0.19495635436561157
-46,38,45,-0.19473518706630938
-46,38,46,-0.19636540484381004
-46,38,47,-0.19590852924078153
-46,38,48,-0.1963201019941446
-46,38,49,-0.19493089338704347
-46,38,50,-0.1960804334747611
-46,38,51,-0.19573528910469964
-46,38,52,-0.19488386011748154
-46,38,53,-0.1952031040919693
-46,38,54,-0.19506896318717193
-46,38,55,-0.19525104708871113
-46,38,56,-0.19501054557025854
-46,38,57,-0.1950749957518786
-46,38,58,-0.19503962065058633
-46,38,59,-0.19544293660728157
-46,38,60,-0.1957566360388616
-46,38,61,-0.1947301056956725
-46,38,62,-0.19634482763299213
-46,38,63,-0.19630638761305358
-46,38,64,-0.19603406874145152
-46,38,65,-0.1951835589665883
-46,38,66,-0.1947244452992577
-46,38,67,-0.19526494977794875
-46,38,68,-0.1958814054804126
-46,38,69,-0.19637036688140583
-46,38,70,-0.19618370761912093
-46,38,71,-0.19475131961774816
-46,38,72,-0.19523679539604388
-46,38,73,-0.1949112650927214
-46,38,74,-0.1957070889154921
-46,38,75,-0.1947110569221546
-46,38,76,-0.1947244632737609
-46,38,77,-0.19614511911157234
-46,38,78,-0.19474911459242347
-46,38,79,-0.19473186037875853
-46,38,80,-0.19599216824913146
-46,38,81,-0.19473006301587667
-46,38,82,-0.19484532348942285
-46,38,83,-0.1951316728881332
-46,38,84,-0.1955527620555582
-46,38,85,-0.19605155019090095
-46,38,86,-0.19501031506417313
-46,38,87,-0.1961935385184719
-46,38,88,-0.19551703220112177
-46,38,89,-0.19626009528905214
-46,38,90,-0.19485337132137828
-46,38,91,-0.1957348987698592
-46,38,92,-0.19510548187311494
-46,38,93,-0.1957000870665562
-46,38,94,-0.19474087345533622
-46,38,95,-0.1949465767185129
-46,38,96,-0.19636533549971846
-46,38,97,-0.19548043084742148
-46,38,98,-0.19566387562647794
-46,38,99,-0.19611834202256412
-46,38,100,-0.1957929061235925
-46,-31,-100,-0.2654431953407224
-46,-31,-99,-0.26604170561886353
-46,-31,-98,-0.26520609080774565
-46,-31,-97,-0.2648691866669638
-46,-31,-96,-0.2664964250973743
-46,-31,-95,-0.26389001665668227
-46,-31,-94,-0.26351323145142
-46,-31,-93,-0.2652726211945929
-46,-31,-92,-0.26418127467598984
-46,-31,-91,-0.26533658813198857
-46,-31,-90,-0.2637192581573046
-46,-31,-89,-0.26630262601511884
-46,-31,-88,-0.26493638868491537
-46,-31,-87,-0.26618010049084134
-46,-31,-86,-0.26400682280436505
-46,-31,-85,-0.2659188107803813
-46,-31,-84,-0.2650019992017114
-46,-31,-83,-0.26422929643782617
-46,-31,-82,-0.2637045167005665
-46,-31,-81,-0.26349343782079176
-46,-31,-80,-0.26580957495928353
-46,-31,-79,-0.26349672869121865
-46,-31,-78,-0.26352832127823006
-46,-31,-77,-0.2660909829893187
-46,-31,-76,-0.26348318514520525
-46,-31,-75,-0.2634586400440507
-46,-31,-74,-0.2652854865290342
-46,-31,-73,-0.2638253166108436
-46,-31,-72,-0.2644220866455957
-46,-31,-71,-0.2635323588376386
-46,-31,-70,-0.2661620051296555
-46,-31,-69,-0.2665056922084025
-46,-31,-68,-0.2656058847341601
-46,-31,-67,-0.2644737330755269
-46,-31,-66,-0.2634831522356767
-46,-31,-65,-0.26432444410471256
-46,-31,-64,-0.26588665039850895
-46,-31,-63,-0.26638786385432184
-46,-31,-62,-0.26645865419025333
-46,-31,-61,-0.2634935159648507
-46,-31,-60,-0.2653765347374478
-46,-31,-59,-0.2648003545241573
-46,-31,-58,-0.2640605369461599
-46,-31,-57,-0.26412538349759157
-46,-31,-56,-0.2640072452761506
-46,-31,-55,-0.2644482293069814
-46,-31,-54,-0.26411432453716216
-46,-31,-53,-0.2643602902166085
-46,-31,-52,-0.26377510930931514
-46,-31,-51,-0.26533730542297723
-46,-31,-50,-0.26597195143855684
-46,-31,-49,-0.2638612797075104
-46,-31,-48,-0.2664131188357235
-46,-31,-47,-0.26565575713416556
-46,-31,-46,-0.26649655281847284
-46,-31,-45,-0.2635028197257654
-46,-31,-44,-0.2639079333044681
-46,-31,-43,-0.2634807406193683
-46,-31,-42,-0.26651107922052747
-46,-31,-41,-0.2653509916177937
-46,-31,-40,-0.26620451948336543
-46,-31,-39,-0.26428757506194467
-46,-31,-38,-0.26636529859183894
-46,-31,-37,-0.2660027306916906
-46,-31,-36,-0.26346481158698126
-46,-31,-35,-0.26531110652503126
-46,-31,-34,-0.265137633061015
-46,-31,-33,-0.26360089618055127
-46,-31,-32,-0.26521809636512655
-46,-31,-31,-0.26546758655275665
-46,-31,-30,-0.2634616012700913
-46,-31,-29,-0.2662204548196698
-46,-31,-28,-0.26648814380023067
-46,-31,-27,-0.26474723834577324
-46,-31,-26,-0.26578601144523384
-46,-31,-25,-0.2647075065323492
-46,-31,-24,-0.26633511038117064
-46,-31,-23,-0.2635541792104642
-46,-31,-22,-0.26468087239156946
-46,-31,-21,-0.26357381472816516
-46,-31,-20,-0.26628109798416827
-46,-31,-19,-0.26455014009227956
-46,-31,-18,-0.2655940822433468
-46,-31,-17,-0.26501638394501803
-46,-31,-16,-0.26650987046865476
-46,-31,-15,-0.2664031971945645
-46,-31,-14,-0.26354956240067445
-46,-31,-13,-0.2658979589351507
-46,-31,-12,-0.26572749534486617
-46,-31,-11,-0.2634600742895966
-46,-31,-10,-0.2657510509127648
-46,-31,-9,-0.26594082972969907
-46,-31,-8,-0.2635790160678715
-46,-31,-7,-0.2664397023694521
-46,-31,-6,-0.2664983997403877
-46,-31,-5,-0.2651780669170205
-46,-31,-4,-0.26541606933604933
-46,-31,-3,-0.26434834891290415
-46,-31,-2,-0.26613610274265953
-46,-31,-1,-0.26369771135884723
-46,-31,0,-0.26497589732781507
-46,-31,1,-0.26369771135884723
-46,-31,2,-0.26613610274265953
-46,-31,3,-0.26434834891290415
-46,-31,4,-0.26541606933604933
-46,-31,5,-0.2651780669170205
-46,-31,6,-0.2664983997403877
-46,-31,7,-0.2664397023694521
-46,-31,8,-0.2635790160678715
-46,-31,9,-0.26594082972969907
-46,-31,10,-0.2657510509127648
-46,-31,11,-0.2634600742895966
-46,-31,12,-0.26572749534486617
-46,-31,13,-0.2658979589351507
-46,-31,14,-0.26354956240067445
-46,-31,15,-0.2664031971945645
-46,-31,16,-0.26650987046865476
-46,-31,17,-0.26501638394501803
-46,-31,18,-0.2655940822433468
-46,-31,19,-0.26455014009227956
-46,-31,20,-0.26628109798416827
-46,-31,21,-0.26357381472816516
-46,-31,22,-0.26468087239156946
-46,-31,23,-0.2635541792104642
-46,-31,24,-0.26633511038117064
-46,-31,25,-0.2647075065323492
-46,-31,26,-0.26578601144523384
-46,-31,27,-0.26474723834577324
-46,-31,28,-0.26648814380023067
-46,-31,29,-0.2662204548196698
-46,-31,30,-0.2634616012700913
-46,-31,31,-0.26546758655275665
-46,-31,32,-0.26521809636512655
-46,-31,33,-0.26360089618055127
-46,-31,34,-0.265137633061015
-46,-31,35,-0.26531110652503126
-46,-31,36,-0.26346481158698126
-46,-31,37,-0.2660027306916906
-46,-31,38,-0.26636529859183894
-46,-31,39,-0.26428757506194467
-46,-31,40,-0.26620451948336543
-46,-31,41,-0.2653509916177937
-46,-31,42,-0.26651107922052747
-46,-31,43,-0.2634807406193683
-46,-31,44,-0.2639079333044681
-46,-31,45,-0.2635028197257654
-46,-31,46,-0.26649655281847284
-46,-31,47,-0.26565575713416556
-46,-31,48,-0.2664131188357235
-46,-31,49,-0.2638612797075104
-46,-31,50,-0.26597195143855684
-46,-31,51,-0.26533730542297723
-46,-31,52,-0.26377510930931514
-46,-31,53,-0.2643602902166085
-46,-31,54,-0.26411432453716216
-46,-31,55,-0.2644482293069814
-46,-31,56,-0.2640072452761506
-46,-31,57,-0.26412538349759157
-46,-31,58,-0.2640605369461599
-46,-31,59,-0.2648003545241573
-46,-31,60,-0.2653765347374478
-46,-31,61,-0.2634935159648507
-46,-31,62,-0.26645865419025333
-46,-31,63,-0.26638786385432184
-46,-31,64,-0.26588665039850895
-46,-31,65,-0.26432444410471256
-46,-31,66,-0.2634831522356767
-46,-31,67,-0.2644737330755269
-46,-31,68,-0.2656058847341601
-46,-31,69,-0.2665056922084025
-46,-31,70,-0.2661620051296555
-46,-31,71,-0.2635323588376386
-46,-31,72,-0.2644220866455957
-46,-31,73,-0.2638253166108436
-46,-31,74,-0.2652854865290342
-46,-31,75,-0.2634586400440507
-46,-31,76,-0.26348318514520525
-46,-31,77,-0.2660909829893187
-46,-31,78,-0.26352832127823006
-46,-31,79,-0.26349672869121865
-46,-31,80,-0.26580957495928353
-46,-31,81,-0.26349343782079176
-46,-31,82,-0.2637045167005665
-46,-31,83,-0.26422929643782617
-46,-31,84,-0.2650019992017114
-46,-31,85,-0.2659188107803813
-46,-31,86,-0.26400682280436505
-46,-31,87,-0.26618010049084134
-46,-31,88,-0.26493638868491537
-46,-31,89,-0.26630262601511884
-46,-31,90,-0.2637192581573046
-46,-31,91,-0.26533658813198857
-46,-31,92,-0.26418127467598984
-46,-31,93,-0.2652726211945929
-46,-31,94,-0.26351323145142
-46,-31,95,-0.26389001665668227
-46,-31,96,-0.2664964250973743
-46,-31,97,-0.2648691866669638
-46,-31,98,-0.26520609080774565
-46,-31,99,-0.26604170561886353
-46,-31,100,-0.2654431953407224
-27,18,-100,-0.3503676096832552
-27,18,-99,-0.35214914711398443
-27,18,-98,-0.34966461107626123
-27,18,-97,-0.34866840368834384
-27,18,-96,-0.3535094140418502
-27,18,-95,-0.34579084718810116
-27,18,-94,-0.3446905616439493
-27,18,-93,-0.34986171092432766
-27,18,-92,-0.3466440341130981
-27,18,-91,-0.35005133269931027
-27,18,-90,-0.34529171997482405
-27,18,-89,-0.3529289608174641
-27,18,-88,-0.34886686490413366
-27,18,-87,-0.35256252910383207
-27,18,-86,-0.3461327304345349
-27,18,-85,-0.35178251557791734
-27,18,-84,-0.34906074690799055
-27,18,-83,-0.3467849283086734
